question_id,model,P@1,P@3,P@5,P@10,Recall@1,Recall@3,Recall@5,Recall@10,NDCG@1,NDCG@3,NDCG@5,NDCG@10,MRR,MAP
q11,bgem3,0.8672294132617423,0.7304233443730914,0.563517392010102,0.282930188124392,0.17627521159422951,0.42962677871898136,0.5392910325226633,0.618587129411852,0.9572140343318845,0.9105700115466979,0.9154668391298623,0.9655117298411713,0.9749441943951882,0.9005694365102488
q12,bgem3,0.8407066074134033,0.7879292891358928,0.592338617536596,0.27865763522810333,0.21284736180318647,0.4009958974576953,0.49128449931376633,0.5542363165160437,0.9051947983804811,0.9072169964302399,1.0,0.9611445547323443,0.9527316303058265,0.939618932070142
q13,bgem3,0.8217433333314444,0.7571256217809761,0.5339264545858781,0.30773824960106555,0.09575742478715925,0.3939635524165897,0.5098267993805632,0.5973907257414495,0.9448411537389001,0.896115189266434,0.9101330419972855,1.0,0.9607509197768964,0.8747810862180605
q14,bgem3,0.8340410090927264,0.7662137369928956,0.5742874172448146,0.3099597877029221,0.16007073976811032,0.41982430059431647,0.5010218126836341,0.5839737037811771,0.9101556483185574,0.8714105410906442,0.9142104410323149,1.0,0.9291194865062788,0.892672257491411
q15,bgem3,0.8363570976179352,0.7070219035184003,0.5302559086872254,0.335647411964607,0.19449688380165964,0.4301575903901938,0.5070321551402199,0.6325061200891156,0.9150125605132785,0.8742978533065623,0.9625068978238986,0.9843500426424024,0.9490615361035525,0.9139974507753778
q16,bgem3,0.8742271505484115,0.756308744088185,0.6172132809378783,0.36332879669214,0.15984035242834552,0.3845219772603469,0.5017001567812533,0.5933597181868783,0.8491678217613108,0.9019199340234536,0.9244783824608483,0.9705325587010989,0.9731549502979379,0.9788170215226518
q17,bgem3,0.8777050672451423,0.7942636257263322,0.6063000436254891,0.3530649025728743,0.1257589940252866,0.3784695009127102,0.5542823854734239,0.5900213739171716,0.9814011078872499,0.8615768494678261,0.9262810039432082,1.0,0.9155742585056288,0.9213442371464965
q18,bgem3,0.8939524621058662,0.7700129289517371,0.556966095862947,0.2585281244568577,0.13859886967823618,0.38342574072651625,0.49032749697997985,0.6032968598980653,0.9441277119221028,0.9072174103051809,0.9249832804588822,0.9920347937305989,0.9609851630869383,0.9091377681900041
q19,bgem3,0.8640209458557989,0.7381626381863979,0.543322910679881,0.347500524705102,0.17245963021298863,0.42371766691364354,0.5304509201040352,0.546741694931197,0.946218879431824,0.8498039711958824,0.871103348300281,0.9485101921446815,0.9289538235257974,0.8914579752511579
q20,bgem3,0.8377637165618373,0.762466782950596,0.593010451687485,0.2647683365603522,0.24506140927596304,0.4144472858537675,0.5227964277399959,0.6188333578447444,0.9943330835657053,0.8750579182038747,0.9250786153172381,0.9827818197992357,0.8863821347895839,0.8980006444320187
q21,bgem3,0.902887044148281,0.7658070912152499,0.5846085970546104,0.3385361305255288,0.17370561203867477,0.4429544771986876,0.47716103232065776,0.6192142465834728,0.9855601867206967,0.8590669637987229,0.8464116696699895,1.0,0.9208719345157081,0.9608371895775386
q22,bgem3,0.8414118909951765,0.7441734714264869,0.5914161914787899,0.35773937630899705,0.14809117967997906,0.46862995171786415,0.5559290948055433,0.625423772622281,0.8964403936894328,0.8698810757513192,0.9450012713160374,0.9479524857063925,0.9500186273230544,0.915494992213085
q23,bgem3,0.7935056019927796,0.7527439032316818,0.5713454464244216,0.2305376641676991,0.14142304110902087,0.3970854232255072,0.5144846333981479,0.537497852652806,0.9735783794899828,0.8973216127920994,0.8863315703003507,0.9829120590820984,0.9218337235808967,0.8862915268040941
q24,bgem3,0.8533554207999662,0.818334055205221,0.617135350992996,0.30133155137195805,0.12355238396579837,0.3504275228556842,0.5176248459606709,0.6352890549506492,0.9329985306399647,0.8992726122483696,0.9179857406819467,1.0,0.9292103119884303,0.9117524511566676
q25,bgem3,0.8166986686343556,0.8060715746102557,0.5495277712236618,0.3915823860111201,0.16423645675513665,0.4075733582997389,0.5325506726370778,0.6989919805240591,0.909181436628928,0.9099245128918622,0.9180058244743075,0.9138346645799574,0.9469090568043174,0.9304737226651641
q26,bgem3,0.8527763730348467,0.7954662588413703,0.5669667714298919,0.32485944846741144,0.19047591998036772,0.4828361522066184,0.5511749240295074,0.6051527016649961,0.9580954399708658,0.8801729367913137,0.9119182536184982,0.9994309678415022,0.9526995620503653,0.9135648162517148
q27,bgem3,0.8864968589654858,0.8363682644120927,0.600308964076243,0.3392651563298045,0.1560440494199244,0.38841272554733997,0.553480245615605,0.5882693207162687,0.9367497786585505,0.8973513441442041,0.8894638446656037,0.9543522464720093,0.9446537733862718,0.8923520865000132
q28,bgem3,0.8788547015666959,0.7035454917390503,0.5825399509530408,0.3518792270562846,0.15026445003240593,0.40842083491553177,0.5204711955633076,0.5942391579267511,0.9098071254810022,0.921391315221709,0.9496800375211627,0.992499188484197,0.9651083999465828,0.9456700816594943
q29,bgem3,0.8320342076107238,0.7374799121567771,0.5125417459895547,0.3569488800131673,0.15493187513359113,0.4557964787356758,0.51742869561917,0.5857070266881462,0.9288512358471869,0.8762257439828852,0.9696934425314586,1.0,0.9486216223263244,0.9138868003247118
q30,bgem3,0.8719086339835551,0.7637874255659921,0.5621433179478887,0.3423927556801533,0.13679177356263134,0.4137592650507944,0.637099267427514,0.5865952253117284,0.912058556364444,0.8706565673782685,0.9631565784593856,0.9877963895389766,0.8755678805303803,0.9534277449485667
q31,bgem3,0.8973096102077542,0.8067751333515623,0.5713335650395192,0.32534020779073836,0.16757912904116312,0.4140147852454464,0.5259983185062146,0.5685499666097026,0.9592502627551461,0.866291273682523,0.9391085117555834,0.9447778761864147,0.975315602511836,0.9627713242460517
q32,bgem3,0.8378284387395472,0.7767346110276239,0.5841659754567772,0.3162393065234186,0.07389123938916357,0.3830111438540221,0.4955201960715936,0.5807137785831991,0.9237908951940782,0.8680269198531889,0.9312789720619913,0.9811567093235074,0.9354740401413365,0.9467482220566664
q33,bgem3,0.9038396417105475,0.7508470706230679,0.6256037291961353,0.39688271296815064,0.17469637243008534,0.39619763956675846,0.5136650560863497,0.5341956578875452,0.9034537270124688,0.8727926962555342,0.9719055134902216,0.9488027565955788,1.0,0.8908022659096184
q34,bgem3,0.8653628966239124,0.7624725536486977,0.5503185476383325,0.30395466023343826,0.23736795862053472,0.42290802887107626,0.5010933440439599,0.5818093029824423,0.9072880051419374,0.9180003565617073,0.8798739163729121,0.9780642082237759,0.8870007183361788,0.9005755162340704
q35,bgem3,0.8539260706057543,0.7824841881441904,0.5752076834952458,0.26227694877530155,0.17856219021124475,0.39351740237650484,0.5162953298295418,0.5830432065778739,0.9395580795894092,0.8466148631219014,0.8812338199355174,0.9616416976171427,0.9584988693128713,0.8823072894504176
q36,bgem3,0.8424289767827142,0.8120112278421747,0.539757498815669,0.27616707258224166,0.13779501836169952,0.48042683507593337,0.5449639399731602,0.6098287458582488,0.9171805563246643,0.9337786039612074,0.9383896624801209,1.0,0.9544361218461074,0.8867962018270861
q37,bgem3,0.8787270350560731,0.7467649490201118,0.5470231178416683,0.3172934510361428,0.20900813832454493,0.4231404498789709,0.5343790370495141,0.6108618452122992,0.9837148439039867,0.9015146451374872,0.9595153794446075,0.9270666510099606,0.9313934494285109,0.8744958788224731
q38,bgem3,0.8657572915936326,0.7584173559973286,0.5597316615501539,0.2897866484133446,0.13597137002059137,0.4258626685143791,0.527402174765452,0.5695698055996546,0.9102163763858945,0.9000287010065227,0.9251862210981541,0.9470964952111951,0.9522500877390734,0.8944584165974727
q39,bgem3,0.8736996585675416,0.7190788393366732,0.6178612002027959,0.3260180244479432,0.17387768278721052,0.47938598853818776,0.5486633895763556,0.6155538852385785,0.8546512817051614,0.8593998645137159,0.9466101300936217,0.9408267875681101,0.9376306668178017,0.9297352890442886
q40,bgem3,0.8437114432985596,0.767774491047373,0.5732577821141689,0.36481620652537344,0.13708171394876292,0.4160871144825917,0.5187326986126598,0.6149830546734194,0.9214879928488334,0.9256739717757233,0.948711645416387,1.0,0.8890788636998546,0.9402604532807034
q41,bgem3,0.8587442788785665,0.7455013031504802,0.597423111473562,0.2757304511573054,0.18608554818906076,0.39607618775960296,0.4848413266203019,0.572569690496315,0.8771182677893715,0.8998727407907957,0.9656828353012579,0.9519811987536888,0.9387295872990779,0.9146118635748659
q42,bgem3,0.8873823015503848,0.7749380023422239,0.5617294558773814,0.2919577898259888,0.19016372587559485,0.38839788670652975,0.498199061489977,0.5888365750029769,0.956466136222379,0.8606429429449117,0.9311167089109942,1.0,0.9248181096418259,0.907932343568871
q43,bgem3,0.8396866101898385,0.7686295910348154,0.5860694805625939,0.2926190744255452,0.16992774416436668,0.41072392338599756,0.5227346748073446,0.5506426343304412,0.9347007000602902,0.8799893252403402,0.9195671467580981,0.9504327712768625,0.9504421186650858,0.9201036315454515
q44,bgem3,0.9011750694520781,0.7783499305520739,0.572147467923159,0.2765426558334975,0.1671818224898481,0.4319088033357353,0.5209220902143897,0.605776229259094,0.8718552524153899,0.9030463477197057,0.925856715869177,0.9488453437884727,0.9370000188464075,0.9444114429192146
q45,bgem3,0.8813132886377019,0.7538632181204584,0.5354433753039963,0.34575157459627015,0.14409801835481112,0.4005731238554796,0.5402082269971749,0.6246306722308168,0.9647611101212842,0.8633986887545103,0.9520552632038574,0.9397498853147651,0.9509173579253859,0.9008802342652013
q46,bgem3,0.8226705937524956,0.7692140934370723,0.5685127752403865,0.3028852519392015,0.15578837426165068,0.4311994791745421,0.5310411987149153,0.5757302763974048,0.9472081578870938,0.9285018640895725,0.9132805172840921,0.9783321682613152,0.9040524884891291,0.9002901898470934
q47,bgem3,0.8610613656241404,0.7913764155674269,0.586832861946336,0.325186777420964,0.15440004306094193,0.4291312213703372,0.4714042123987178,0.6110492340170475,0.9520450134415019,0.8518237312970487,0.8540277493525074,0.9327019230964528,0.9587615750598828,0.9041741714717384
q48,bgem3,0.8182980284368392,0.7903615441059081,0.5628824543144951,0.3225357236404244,0.14059708794035214,0.44318276324863115,0.5290251084337195,0.6105217056585155,0.946604507392994,0.9210073941715751,0.9049751785268298,1.0,0.9291434576021874,0.9065349593860906
q49,bgem3,0.8470625758223447,0.7541049652503876,0.5603442696604161,0.2711019177555075,0.17743485149154942,0.42752689603868016,0.5142277773111593,0.5752321203044181,0.880867878813753,0.9291736775636309,0.9223646947855819,1.0,0.9608876900150044,0.878350346545014
q50,bgem3,0.9125621806970275,0.7626466411909949,0.552588771407168,0.31709570412560273,0.19945402960874636,0.40703173202566983,0.5502958975656843,0.629940494804415,0.9744300316770043,0.9067325250738999,0.9551718227944501,0.9890555564511331,0.9708190915623626,0.9426556199363821
q51,bgem3,0.8566650692116738,0.7960239031117304,0.5896570480768992,0.37608058954909424,0.13859974345490747,0.36745829759434817,0.5565691072476504,0.5569869929360844,0.9064361748088652,0.8453765190134528,0.9073301898978463,1.0,0.9663246134997157,0.9537516651046202
q52,bgem3,0.8334967490956932,0.7780193486275246,0.5764829177046358,0.34075981838762864,0.12506029183403605,0.38927058761905964,0.5048111356284474,0.5633610839127358,0.9184604688146619,0.9090025966865206,0.9034592539577229,1.0,0.9294672223767383,0.9099557583509567
q53,bgem3,0.8736813484222515,0.7499831566958682,0.60790188361784,0.33846872486262347,0.20675261151948662,0.399995921428985,0.5097858442413771,0.5773271034138215,0.919522573280946,0.824136182413914,0.9162695400890114,0.9760437714414396,0.9584190089251389,0.8601491361231631
q54,bgem3,0.8681169398346489,0.757408018545742,0.5662291373792329,0.33774346527051574,0.1295749091573133,0.42952511394243204,0.5334206707326532,0.5715748889973662,0.9586186048927411,0.8914467133196214,0.9934372650843166,0.9800585413626514,0.9936695406765153,0.8777662198310068
q55,bgem3,0.8667646889369143,0.7732294509859386,0.5786225857870354,0.32384119600038663,0.12347460149021242,0.42488437850978283,0.47814610408253827,0.6041933067033156,0.8861936754379349,0.9003901182148643,0.9253043117979055,0.9659668869855914,0.9051270646305923,0.9174092215294201
q56,bgem3,0.839603395026227,0.798614927532149,0.5757507983922442,0.27002484837022167,0.13308208039422342,0.4518405353599568,0.5435267664373838,0.5750272073114443,0.8641106936218272,0.8955158174817848,0.9402664731969905,0.9917993743616734,0.8890186746082454,0.9169347100209093
q57,bgem3,0.8471440274275502,0.7195286509130122,0.5872768630805778,0.3359679605348248,0.21629634963417266,0.4180806361064015,0.5779393936623466,0.6622528288646218,0.9166819408392796,0.853343156023769,0.9834141732399192,0.9555581323565577,0.92793867551039,0.8721155475103839
q58,bgem3,0.8109239924756626,0.7040507357466282,0.5592285674747354,0.3787686992448354,0.1565149616466733,0.42860967810032935,0.5057448216118817,0.6074378851249872,0.8653858323805911,0.8891879027402336,0.9080740509747476,1.0,0.8982076032624746,0.9215138127602871
q59,bgem3,0.8889756930982534,0.7642467062481061,0.5649033684599769,0.3462622218506591,0.18604987862775144,0.415461347706172,0.5337574637767587,0.5439634743197544,0.942312569279009,0.9733929650137557,0.8817125415548983,0.9696453845012504,0.9152960128514752,0.9241744460704691
q60,bgem3,0.7936537241662128,0.7410710567219365,0.5195538619422538,0.3537495251603503,0.16440488582188179,0.42576105754749033,0.5251161561459581,0.5943703940025306,0.9369644648713843,0.8837016100903491,0.9198553292829005,0.9981954314457914,0.9442014481721813,0.9459844079764471
q61,bgem3,0.8398928777273129,0.791136796685151,0.5743816696509,0.2990260240621572,0.14713474119717732,0.4028690291606317,0.5417104895314445,0.6248866497177393,0.918520229467094,0.9091463758068878,0.9212281856949461,0.9448742917815138,0.9409811488502118,0.9184721680990263
q62,bgem3,0.843706658932499,0.814985587887696,0.6039083791395555,0.3278926688066194,0.1332402834709709,0.41176080047998564,0.5026312383779296,0.601159646487495,0.9162532039323136,0.8974860879120925,0.8816533317570984,0.9702091750551749,0.9210339711572553,0.8920445498392543
q63,bgem3,0.8555273638307654,0.8158329616819867,0.6055409868027201,0.3144412786995352,0.1992377823471174,0.4655597187555521,0.5252856566742506,0.5535569800621201,0.9434699511059935,0.9249785686646516,0.9497349577732818,0.9954669230947428,0.9247996722198271,0.8868051486403521
q64,bgem3,0.8129773926878451,0.7776461042032752,0.5464187814481745,0.33381340293992384,0.2113571287952456,0.41967378001869754,0.5392959409613693,0.5566155489594736,0.8895081278770617,0.8678072156908825,0.9315884147478084,0.9305137004450805,0.9712756471522297,0.9505046665414043
q65,bgem3,0.8741963071428512,0.7178041195050461,0.5643876177520755,0.348483393885268,0.2002887280098663,0.4331736469831068,0.5536878332120901,0.6451363443692881,0.9071780934089791,0.8822958509878726,0.9839924684969101,1.0,0.9341403699105376,0.8630701457550184
q66,bgem3,0.8608405057049748,0.7397054941628194,0.578854757100512,0.306628925505848,0.17426142423651986,0.3965928382863286,0.5837510186999202,0.5874942392579241,0.9649376819276494,0.8987405703241547,0.935749142062282,0.9919326419342812,0.9476526029801416,0.9718917140987178
q67,bgem3,0.8760585940497068,0.7343029094889106,0.6146964742125233,0.3155405895627524,0.2019672886078887,0.44098858746369013,0.4565881448049133,0.5591944897292829,0.9257854538812146,0.926726421175763,0.9836223912464175,0.9940653561654242,0.9358774370992813,0.8573270036271238
q68,bgem3,0.9259921806289997,0.6995990163303475,0.6262470060676796,0.33723335320954134,0.15375172439101636,0.39054568594849837,0.5404011382418148,0.616254882956489,0.9159845795902001,0.9045956741396856,0.9422171047994444,1.0,0.943775238389814,0.9233968845841197
q69,bgem3,0.8660823141778843,0.7152260261553414,0.6415433115505286,0.3257611198424942,0.149704000877556,0.3742646811059251,0.4735229077202205,0.5966763269610615,0.9943330835657053,0.8717176181251499,0.8968106662154742,0.9551402729280148,1.0,0.9739717779232298
q70,bgem3,0.8652030083901489,0.8093523522993586,0.5644876725958511,0.37347375010634243,0.19231673261507415,0.44263248564095437,0.5546811894708142,0.5807462109166803,0.9436765772510066,0.9226258306043107,0.8804807499697604,0.9928833268392631,0.9512577867838574,0.9280879379444239
q71,bgem3,0.8270107134652888,0.7663793888631178,0.5799494991910821,0.3031483460081731,0.21469806244632836,0.4367696645830483,0.5668429633249131,0.5608367471338098,0.9901494922236942,0.9156825062041063,0.9129849063602035,0.9825278355971855,0.9376038803734864,0.9543029644679628
q72,bgem3,0.8813983638395122,0.7642763498394095,0.6058008720559194,0.28700512012261853,0.1788557668298135,0.42075080769435885,0.5683778333600847,0.5767668550225418,0.8677157976300998,0.8710251254975958,0.9132594255481471,0.9979367854020943,0.9214071302987012,0.8781165046951822
q73,bgem3,0.8903285119092252,0.753519646291531,0.549375161774811,0.29870458766403957,0.15949060732724626,0.46365903266249436,0.48842907224677007,0.6032383606994255,0.9621302777207312,0.8804263441069236,0.8825340538836672,0.962537695077132,0.9859005806526965,0.8361610145779774
q74,bgem3,0.8340300988142161,0.740652899559876,0.5668467575665511,0.3439689199928528,0.18218460631632205,0.4156807341547347,0.5189463800941122,0.6167183924305548,0.9004240455582735,0.8666126546344142,0.9828242515808124,1.0,0.9200040900785532,0.8954453995336371
q75,bgem3,0.8503736050997917,0.7576051914699127,0.5655040592172712,0.3498559190458804,0.12656580408016505,0.43041110633529656,0.5045310731342038,0.5743646696519099,0.950908668116594,0.84152881940214,0.8764055916272175,1.0,0.9351730896705294,0.9376372113511627
q76,bgem3,0.8412941821297074,0.7286817501682746,0.5344547817722186,0.31553964038653354,0.15036886724219828,0.4173984046612048,0.49252831814827003,0.6023932295362662,0.8591448809487718,0.8623618282362513,0.9390801606728638,0.9527285101640224,0.9768606216381712,0.8611970408097699
q77,bgem3,0.8668213022369439,0.787088304127559,0.508037594733175,0.34494884312135926,0.17112192070277282,0.43981104275298577,0.486855595852351,0.5644205861724748,0.9324497180742426,0.9112216887054776,0.9221379564615592,0.9461229566483703,0.9425912007093604,0.9293727711679022
q78,bgem3,0.8701756002489758,0.8209567375324189,0.5555779866051032,0.31934691452860964,0.1854250892727958,0.4402739884289551,0.5098165241637482,0.5888690856740537,0.9397281668173695,0.8668061249430409,0.9813840488946097,0.9727488666719474,0.9434117161394294,0.9341604492815858
q79,bgem3,0.8647942401487432,0.7615943174765089,0.5592886319883273,0.3106218545977975,0.19793389290248983,0.42722020240129155,0.5895279311526053,0.554673474589084,0.9728500968567448,0.8906972235914442,0.9595639083740645,0.9400317116748128,0.9209393405783465,0.8779286942536602
q80,bgem3,0.8130583078863075,0.7290062565720945,0.5754764747467772,0.313031867232729,0.19520001776833526,0.46050504718359164,0.5237723505926294,0.616851723450815,0.916329758622213,0.9395619837050576,0.877387974172654,0.975166252834639,0.9052891896702611,0.9123142823330374
q81,bgem3,0.8662029242921883,0.7552572349952938,0.5643284569486628,0.32225379171921253,0.19222518712775516,0.4157796652748036,0.4927443244374591,0.5966677806427213,0.9050676293539952,0.8476393461569759,0.939594593980159,1.0,0.934106387085373,0.9445167685770336
q82,bgem3,0.8114530938735023,0.7859466883531738,0.5494530605939291,0.39311315045333656,0.17109075929320877,0.3872621171043004,0.5208944834744149,0.5352935136500633,0.9128798245969728,0.9202596740748521,0.962461221018389,0.934753808295091,0.9331000563405102,0.8905789347967439
q83,bgem3,0.8394905742627059,0.7862346233724309,0.5052501125926383,0.3118782206814411,0.181158165426051,0.4770444760124087,0.5602767905983059,0.5561749716012419,0.8991870021744555,0.9005818831062965,0.9540050805095882,0.9944501409324986,0.9379655806942564,0.8862962883561192
q84,bgem3,0.8583504866633268,0.7829971141813866,0.569041676961729,0.34196290410727403,0.1844706410945725,0.352822899554886,0.5329969491172387,0.5993914445692438,0.9846502419980567,0.8668335359109002,0.8673958285948759,0.9508561305976267,0.9783655059144498,0.9187821024230353
q85,bgem3,0.8506467948079369,0.7988258258272869,0.5765840420393605,0.34023815424530107,0.12269487082997163,0.3870093383958996,0.507584746111699,0.6173555082947934,0.9141662128016405,0.9028112898741577,0.9098059659859019,0.9562223792667778,0.9258719103896043,0.895112523732824
q86,bgem3,0.8323989846292652,0.7403863994688824,0.5723913782694843,0.3286533810413025,0.19697768251672398,0.3943657664722855,0.5213638934110773,0.590184994684232,0.9144674801383204,0.9091908246214938,0.9112097398692575,0.9635011132932364,0.9479601593481345,0.9705024430758773
q87,bgem3,0.8386033215229961,0.6910527947919035,0.5790625147864545,0.30464981254322665,0.2179494235364472,0.4199658314973332,0.5278469938308777,0.5756391688524778,0.9434614515195949,0.8597210616701746,0.9101683326611971,1.0,0.9353528990029079,0.9186572932335353
q88,bgem3,0.9046124572955602,0.7700576483822299,0.5955703268888732,0.3124293097469318,0.1316416988298289,0.47641182167395174,0.5129574721167104,0.6294146378457033,0.9248888248856147,0.853155847778295,0.9564639532692869,1.0,0.9483175221481784,0.874093066572498
q89,bgem3,0.826859893096252,0.7485463980128908,0.5527635747811579,0.29288697430590577,0.19037082763280996,0.3895957552821156,0.46933711897070507,0.6005864737160236,0.9327593493543143,0.8915987945591857,0.8869699769931841,1.0,0.9465716176530192,0.9019575867655438
q90,bgem3,0.8625397915935273,0.7651596048005869,0.5732014016362185,0.30044547820622314,0.15573848093905115,0.41671971410625336,0.5776201029865049,0.5899424213885327,0.961272853036211,0.9356931154244036,0.9558596039876105,0.9553628563410801,0.9905663544436597,0.8913925024166732
q91,bgem3,0.8650057956120668,0.7219438944607486,0.5411794374167872,0.3317427230985119,0.17393961835100083,0.4246483565455996,0.5484643162022039,0.5731976295863334,0.9179459058207193,0.893456180897424,0.9783401263305496,1.0,0.8989559329664785,0.8975197505539297
q92,bgem3,0.8593858107507135,0.7479806603813732,0.6037825140643632,0.36500885444516207,0.15524640983202256,0.37225235931112316,0.5230487313515665,0.6025675845311361,0.9586523703894464,0.8360838666217608,0.9552766436039937,0.978904321961543,0.9589897974394742,0.8523178849477875
q93,bgem3,0.8577552523057563,0.7444981601641436,0.5725002577228782,0.30716896342792444,0.2736430556442458,0.3747875604012816,0.5179802608945294,0.6206836074200742,0.9568485074176488,0.8773862381799125,0.924021878088685,0.9657484661136164,0.902892084492872,0.94370341002494
q94,bgem3,0.8202164360013859,0.761360833035736,0.5735269784758966,0.256859141487565,0.20212998078159822,0.41523292217899754,0.5319572216370128,0.6513110248332752,0.9445284791776689,0.8815539708050522,0.9122176373377968,0.9508150209609741,1.0,0.8984532732258489
q95,bgem3,0.8186422340737647,0.7805511250765674,0.5406700445123503,0.31794898843600605,0.17012668995554117,0.4229471497026103,0.5322782399183015,0.5664164419881892,0.9137335241932899,0.9019206624417178,0.9309815520835822,0.9831084963936654,0.9163167201974671,0.9269512672071633
q96,bgem3,0.8848270753641987,0.7320520853195684,0.5517702184515627,0.31816658104510526,0.21075548343468342,0.3820672581490788,0.5080214848756125,0.5846993923222967,0.960136657161284,0.8646705128034198,0.9280241003089094,0.964013435029879,0.901111922157628,0.9073609084145788
q97,bgem3,0.8988079482303744,0.7299737482584221,0.5215888481556331,0.31049357268476685,0.12786378087697126,0.3577747059411636,0.5657173587210785,0.5530884062040192,0.9352614159679722,0.8662459895136273,0.9664038409675895,0.9341663194245129,0.9328340153166178,0.976985021874845
q98,bgem3,0.8351495675762322,0.7685509124392431,0.5775220604907586,0.36377320554713494,0.1681284445033297,0.4268788433715897,0.4558294043201837,0.5747561387043038,0.8431856736523198,0.8852026041238331,0.9451538991390912,0.9689249446778845,0.9585867167704989,0.9512417965824701
q99,bgem3,0.8231090952489691,0.7281744447398597,0.5593055174299766,0.294808512374889,0.17910518428833266,0.42508563980122827,0.5206299743480769,0.6004123522888785,0.9318002130844958,0.875091084880465,0.8971173720470513,0.9879813126311061,0.9473858645700449,0.8645531023062705
q100,bgem3,0.838126784542993,0.7593092925015643,0.580387952082504,0.30263915691409976,0.17394695053191875,0.4330290020988231,0.51849368086763,0.5562136334364179,0.9623728408620099,0.8687244517755587,0.9715900615833026,0.9433970261837238,0.9229366148364069,0.9040608075571883
q1,gte,0.8777938764154338,0.7289500768653532,0.3948878868330268,0.2875095151402312,0.15628798858745802,0.31848089470677315,0.40860341156177854,0.5303856861326071,0.9572347624845303,0.9497984731962874,0.9795295991881958,1.0,0.970933190708668,1.0
q2,gte,0.8316252307883464,0.7209998770583984,0.4636297872837266,0.2553289904909087,0.1702977378988114,0.4006252395380092,0.345559258723515,0.5579331476678904,0.9233762001311627,0.955221656495074,0.9342753799914636,0.9636000568195694,0.9150456200630281,0.9954973358386434
q3,gte,0.8430033587211716,0.6965389151223143,0.4514331727751287,0.2571564121177899,0.17800922548039172,0.41647164769547107,0.3748161576513391,0.5529087493007916,0.9357432906800669,0.9789154025506324,0.9264468350843574,0.9778672823834087,0.9978610289468218,0.9942803149715206
q4,gte,0.8280386849528698,0.66033192260261,0.47252394694262967,0.3225044326353291,0.14287620041607094,0.38432444796162923,0.33084674236679434,0.5671080311175284,0.9000880134766855,0.9444594101273747,0.9933056736081092,1.0,1.0,0.9551190392710438
q5,gte,0.8855107431031978,0.7165490517787259,0.39670196537901437,0.2977875253742824,0.1497186775609873,0.3932989460841356,0.41457588307732,0.6129373887575617,0.9084656290554814,0.930284214764376,0.9751009538569946,1.0,0.9933228785859524,1.0
